,image_id,split,sat_image_path,mask_path
971,241710,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/241710_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/241710_mask.png
5801,935601,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/935601_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/935601_mask.png
5325,864863,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/864863_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/864863_mask.png
4756,78186,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/78186_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/78186_mask.png
6094,978495,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/978495_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/978495_mask.png
5310,862095,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/862095_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/862095_mask.png
4444,736666,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/736666_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/736666_mask.png
4369,725472,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/725472_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/725472_mask.png
4598,759091,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/759091_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/759091_mask.png
4376,726668,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/726668_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/726668_mask.png
2992,525454,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/525454_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/525454_mask.png
3602,614158,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/614158_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/614158_mask.png
307,146735,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/146735_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/146735_mask.png
2188,410585,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/410585_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/410585_mask.png
4776,785117,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/785117_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/785117_mask.png
4751,780544,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/780544_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/780544_mask.png
2523,459732,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/459732_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/459732_mask.png
4289,715844,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/715844_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/715844_mask.png
2740,48890,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/48890_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/48890_mask.png
3814,64343,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/64343_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/64343_mask.png
5828,939841,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/939841_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/939841_mask.png
680,200777,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/200777_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/200777_mask.png
770,214492,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/214492_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/214492_mask.png
5747,928942,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/928942_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/928942_mask.png
1010,247410,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/247410_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/247410_mask.png
4780,785735,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/785735_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/785735_mask.png
4979,818648,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/818648_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/818648_mask.png
5159,841208,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/841208_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/841208_mask.png
5338,866093,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/866093_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/866093_mask.png
266,140927,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/140927_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/140927_mask.png
3330,577480,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/577480_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/577480_mask.png
2530,460844,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/460844_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/460844_mask.png
5726,925864,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/925864_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/925864_mask.png
2137,405292,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/405292_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/405292_mask.png
1861,364744,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/364744_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/364744_mask.png
5101,833540,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/833540_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/833540_mask.png
2568,465606,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/465606_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/465606_mask.png
1993,384422,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/384422_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/384422_mask.png
2808,499706,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/499706_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/499706_mask.png
5717,923875,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/923875_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/923875_mask.png
3914,65864,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/65864_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/65864_mask.png
5756,929754,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/929754_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/929754_mask.png
1920,373548,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/373548_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/373548_mask.png
910,232758,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/232758_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/232758_mask.png
4495,74497,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/74497_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/74497_mask.png
4563,755069,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/755069_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/755069_mask.png
3438,59340,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/59340_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/59340_mask.png
849,226279,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/226279_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/226279_mask.png
5883,946187,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/946187_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/946187_mask.png
1845,362406,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/362406_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/362406_mask.png
2290,42576,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/42576_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/42576_mask.png
4734,778675,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/778675_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/778675_mask.png
4510,747312,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/747312_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/747312_mask.png
2960,522063,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/522063_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/522063_mask.png
444,167806,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/167806_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/167806_mask.png
843,225487,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/225487_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/225487_mask.png
4031,67970,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/67970_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/67970_mask.png
4727,777018,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/777018_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/777018_mask.png
490,174934,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/174934_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/174934_mask.png
6122,982866,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/982866_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/982866_mask.png
715,206362,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/206362_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/206362_mask.png
2565,464724,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/464724_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/464724_mask.png
2836,503368,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/503368_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/503368_mask.png
1771,353070,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/353070_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/353070_mask.png
1029,249946,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/249946_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/249946_mask.png
5725,925525,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/925525_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/925525_mask.png
274,141992,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/141992_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/141992_mask.png
3060,535255,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/535255_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/535255_mask.png
4640,765293,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/765293_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/765293_mask.png
2528,460210,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/460210_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/460210_mask.png
1908,371502,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/371502_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/371502_mask.png
4238,708311,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/708311_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/708311_mask.png
4012,675819,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/675819_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/675819_mask.png
1693,342960,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/342960_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/342960_mask.png
332,151321,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/151321_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/151321_mask.png
3200,559864,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/559864_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/559864_mask.png
1437,303816,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/303816_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/303816_mask.png
2846,503917,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/503917_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/503917_mask.png
1136,266627,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/266627_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/266627_mask.png
1462,306987,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/306987_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/306987_mask.png
5694,920629,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/920629_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/920629_mask.png
2136,405216,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/405216_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/405216_mask.png
4332,721100,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/721100_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/721100_mask.png
3264,56845,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/56845_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/56845_mask.png
3081,538786,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/538786_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/538786_mask.png
3892,655307,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/655307_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/655307_mask.png
1055,253941,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/253941_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/253941_mask.png
939,237383,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/237383_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/237383_mask.png
6061,97321,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/97321_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/97321_mask.png
5213,849290,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/849290_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/849290_mask.png
525,180468,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/180468_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/180468_mask.png
5734,927396,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/927396_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/927396_mask.png
3058,534866,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/534866_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/534866_mask.png
5191,846278,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/846278_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/846278_mask.png
1229,279862,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/279862_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/279862_mask.png
5986,961236,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/961236_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/961236_mask.png
1511,314066,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/314066_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/314066_mask.png
5693,920471,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/920471_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/920471_mask.png
2422,446060,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/446060_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/446060_mask.png
2166,408080,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/408080_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/408080_mask.png
1720,346387,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/346387_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/346387_mask.png
3419,591818,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/591818_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/591818_mask.png
2012,386323,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/386323_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/386323_mask.png
3756,635410,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/635410_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/635410_mask.png
1428,302926,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/302926_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/302926_mask.png
4410,732079,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/732079_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/732079_mask.png
3687,626159,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/626159_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/626159_mask.png
3069,536722,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/536722_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/536722_mask.png
153,123343,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/123343_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/123343_mask.png
4023,678881,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/678881_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/678881_mask.png
4157,696812,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/696812_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/696812_mask.png
4425,734244,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/734244_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/734244_mask.png
2843,503735,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/503735_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/503735_mask.png
2849,504545,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/504545_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/504545_mask.png
5670,917198,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/917198_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/917198_mask.png
4368,725392,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/725392_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/725392_mask.png
1950,377740,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/377740_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/377740_mask.png
2172,408679,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/408679_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/408679_mask.png
5785,933722,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/933722_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/933722_mask.png
5117,835491,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/835491_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/835491_mask.png
4171,699022,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/699022_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/699022_mask.png
3063,536023,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/536023_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/536023_mask.png
4611,760294,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/760294_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/760294_mask.png
1849,363054,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/363054_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/363054_mask.png
5458,883839,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/883839_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/883839_mask.png
4281,715082,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/715082_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/715082_mask.png
546,183250,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/183250_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/183250_mask.png
1377,298588,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/298588_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/298588_mask.png
202,131026,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/131026_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/131026_mask.png
900,231634,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/231634_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/231634_mask.png
2443,448172,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/448172_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/448172_mask.png
2757,491350,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/491350_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/491350_mask.png
4319,719143,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/719143_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/719143_mask.png
